"k","yp_id","nara_comp_raw_f9","nara_acc_raw_f9","read_word_raw_f9","read_nonw_raw_f9","wold_comp_raw_f8","age_m_f8","age_m_f9"
"4","ALSPAC5669",30,61,6,5,20,101,117
"3","ALSPAC5670",0,100,0,0,4,109,118
"3","ALSPAC5671",10,65,5,3,5,99,127
"1","ALSPAC5672",28,46,9,8,12,96,119
"1","ALSPAC5673",35,62,6,6,12,102,118
"4","ALSPAC5674",16,68,4,2,12,111,117
"3","ALSPAC5675",9,77,6,4,3,106,120
"4","ALSPAC5676",13,80,1,3,15,99,114
"1","ALSPAC5677",14,66,8,7,3,100,121
"1","ALSPAC5678",28,42,9,7,5,106,113
"2","ALSPAC5679",38,31,7,8,10,104,121
"3","ALSPAC5680",-3,92,-1,-1,6,103,119
"4","ALSPAC5681",14,79,3,0,8,104,118
"1","ALSPAC5682",48,48,9,7,13,107,116
"3","ALSPAC5683",16,79,3,4,4,101,129
"1","ALSPAC5684",35,38,10,7,9,100,121
"1","ALSPAC5685",16,52,8,6,3,103,115
"3","ALSPAC5686",7,62,4,3,8,99,118
"4","ALSPAC5687",22,76,3,2,13,100,117
"4","ALSPAC5688",10,86,5,2,11,105,124
"1","ALSPAC5689",33,43,9,8,8,106,120
"1","ALSPAC5690",12,65,6,5,12,99,117
"1","ALSPAC5691",50,30,10,9,16,102,121
"1","ALSPAC5692",32,58,8,7,14,105,123
"5","ALSPAC5693",9,46,4,5,0,111,117
"1","ALSPAC5694",34,39,7,7,9,106,121
"4","ALSPAC5695",22,75,NA,4,11,98,121
"1","ALSPAC5696",22,45,9,8,9,105,117
"4","ALSPAC5697",10,90,4,-2,8,99,121
"1","ALSPAC5698",24,51,7,7,12,101,122
"1","ALSPAC5699",41,54,NA,6,10,107,118
"2","ALSPAC5700",32,13,9,9,12,101,121
"2","ALSPAC5701",37,20,7,6,9,99,125
"4","ALSPAC5702",20,71,8,4,14,101,125
"5","ALSPAC5703",8,50,11,10,2,104,119
"5","ALSPAC5704",14,21,11,9,3,92,123
"1","ALSPAC5705",50,32,9,9,10,104,124
"2","ALSPAC5706",32,27,8,9,12,106,116
"4","ALSPAC5707",17,79,5,1,11,98,119
"4","ALSPAC5708",15,77,3,1,NA,102,116
"5","ALSPAC5709",17,31,11,8,5,98,117
"1","ALSPAC5710",36,43,8,6,11,100,123
"4","ALSPAC5711",21,73,4,5,13,105,118
"1","ALSPAC5712",36,66,7,5,16,106,115
"1","ALSPAC5713",22,51,6,6,7,97,125
"1","ALSPAC5714",23,57,7,6,11,105,119
"3","ALSPAC5715",11,81,0,1,2,98,114
"3","ALSPAC5716",14,94,1,0,3,102,122
"3","ALSPAC5717",15,78,4,3,8,105,115
"1","ALSPAC5718",36,37,8,7,10,104,121
"2","ALSPAC5719",42,1,10,11,13,102,125
"2","ALSPAC5720",40,8,9,9,12,108,125
"4","ALSPAC5721",21,73,5,3,NA,108,117
"4","ALSPAC5722",18,78,3,0,12,101,125
"1","ALSPAC5723",42,42,9,6,12,113,123
"1","ALSPAC5724",44,35,9,8,14,103,125
"4","ALSPAC5725",14,67,5,3,7,103,122
"1","ALSPAC5726",28,44,9,8,7,99,116
"2","ALSPAC5727",33,12,10,9,10,102,120
"2","ALSPAC5728",42,11,9,9,15,107,121
"1","ALSPAC5729",42,45,8,8,12,94,117
"3","ALSPAC5730",0,92,-1,1,4,100,116
"1","ALSPAC5731",17,48,8,6,6,106,118
"4","ALSPAC5732",10,74,5,2,3,102,123
"1","ALSPAC5733",36,43,9,7,9,103,120
"1","ALSPAC5734",15,55,7,6,9,103,124
"3","ALSPAC5735",4,84,2,2,7,110,116
"1","ALSPAC5736",38,49,8,8,12,106,121
"1","ALSPAC5737",22,57,7,6,9,97,113
"2","ALSPAC5738",32,16,10,9,11,105,130
"1","ALSPAC5739",19,59,7,8,9,102,118
"1","ALSPAC5740",40,46,10,7,11,97,120
"1","ALSPAC5741",34,56,8,7,11,105,118
"5","ALSPAC5742",12,43,7,7,8,105,119
"5","ALSPAC5743",3,37,7,6,3,100,128
"1","ALSPAC5744",20,52,7,7,10,103,122
"2","ALSPAC5745",35,18,9,9,10,104,124
"4","ALSPAC5746",11,75,2,0,NA,102,121
"2","ALSPAC5747",51,-2,11,12,15,105,117
"1","ALSPAC5748",37,47,8,8,12,96,125
"1","ALSPAC5749",19,55,7,7,11,102,121
"4","ALSPAC5750",19,78,3,-2,12,101,122
"1","ALSPAC5751",35,51,8,7,12,112,118
"2","ALSPAC5752",40,22,9,9,12,101,122
"4","ALSPAC5753",11,77,5,1,9,104,119
"5","ALSPAC5754",6,47,6,5,-1,101,120
"1","ALSPAC5755",37,66,7,7,17,102,122
"1","ALSPAC5756",31,45,9,9,6,105,116
"1","ALSPAC5757",54,38,9,9,15,103,125
"3","ALSPAC5758",6,82,5,3,7,108,111
"2","ALSPAC5759",38,16,10,11,11,105,120
"3","ALSPAC5760",12,85,2,2,8,107,115
"2","ALSPAC5761",43,8,11,11,17,112,127
"1","ALSPAC5762",32,49,9,6,11,97,122
"1","ALSPAC5763",25,55,8,7,8,103,120
"2","ALSPAC5764",42,0,10,9,14,108,112
"5","ALSPAC5765",8,45,8,8,0,108,112
"5","ALSPAC5766",16,46,11,10,6,100,119
"5","ALSPAC5767",11,50,9,6,4,109,120
"1","ALSPAC5768",26,41,7,8,9,97,118
"1","ALSPAC5769",25,60,7,6,10,102,114
"1","ALSPAC5770",35,45,8,7,10,101,123
"1","ALSPAC5771",34,41,7,7,10,105,131
"1","ALSPAC5772",37,49,9,8,11,104,118
"4","ALSPAC5773",17,67,6,3,13,97,124
"2","ALSPAC5774",39,25,9,10,12,103,125
"1","ALSPAC5775",22,51,8,8,9,98,125
"4","ALSPAC5776",18,61,4,3,12,104,117
"1","ALSPAC5777",30,19,9,9,10,104,117
"4","ALSPAC5778",13,73,5,3,6,112,119
"1","ALSPAC5779",27,66,8,6,8,100,115
"2","ALSPAC5780",42,34,8,10,12,100,118
"1","ALSPAC5781",34,48,7,7,11,105,116
"1","ALSPAC5782",55,41,8,7,13,103,120
"3","ALSPAC5783",11,77,4,1,11,111,118
"4","ALSPAC5784",23,67,6,4,11,105,117
"1","ALSPAC5785",32,46,8,7,9,98,118
"5","ALSPAC5786",15,55,7,7,4,104,120
"3","ALSPAC5787",12,73,5,1,10,108,119
"1","ALSPAC5788",39,28,9,8,8,99,118
"5","ALSPAC5789",8,57,8,7,1,103,117
"5","ALSPAC5790",13,39,9,NA,6,101,117
"4","ALSPAC5791",10,76,3,1,6,100,124
"2","ALSPAC5792",35,26,9,8,11,101,116
"5","ALSPAC5793",6,62,5,4,3,108,121
"1","ALSPAC5794",38,59,8,9,16,108,115
"1","ALSPAC5795",24,59,7,6,7,105,121
"1","ALSPAC5796",26,50,8,6,6,95,118
"4","ALSPAC5797",17,86,6,2,13,104,113
"1","ALSPAC5798",44,38,9,7,13,110,121
"1","ALSPAC5799",37,34,8,7,13,100,116
"1","ALSPAC5800",33,40,9,7,14,104,122
"4","ALSPAC5801",13,70,3,2,9,104,120
"1","ALSPAC5802",38,47,8,7,9,101,118
"3","ALSPAC5803",17,59,13,6,14,102,120
"5","ALSPAC5804",18,39,10,8,9,101,125
"4","ALSPAC5805",8,69,5,2,7,97,126
"3","ALSPAC5806",14,73,4,1,8,104,119
"5","ALSPAC5807",1,71,5,4,-1,105,122
"1","ALSPAC5808",29,52,7,7,6,105,121
"1","ALSPAC5809",8,64,7,7,6,104,114
"5","ALSPAC5810",13,58,7,5,4,106,122
"2","ALSPAC5811",43,15,8,9,14,98,126
"1","ALSPAC5812",23,51,NA,8,12,102,118
"4","ALSPAC5813",17,81,5,2,7,101,126
"1","ALSPAC5814",33,57,9,8,9,99,120
"4","ALSPAC5815",18,76,4,3,9,103,115
"3","ALSPAC5816",14,90,2,3,NA,111,121
"5","ALSPAC5817",10,47,9,9,6,108,125
"1","ALSPAC5818",37,49,9,7,10,104,121
"2","ALSPAC5819",41,17,10,9,12,108,123
"1","ALSPAC5820",18,52,7,7,5,104,118
"1","ALSPAC5821",21,61,7,8,NA,104,124
"3","ALSPAC5822",20,77,3,4,13,101,113
"1","ALSPAC5823",45,42,9,8,12,105,119
"4","ALSPAC5824",12,78,4,1,9,97,116
"4","ALSPAC5825",15,75,6,2,11,102,113
"5","ALSPAC5826",3,64,6,3,0,104,114
"4","ALSPAC5827",13,74,5,2,13,101,116
"4","ALSPAC5828",23,77,4,1,14,104,123
"4","ALSPAC5829",9,91,3,2,9,107,121
"2","ALSPAC5830",28,33,6,8,10,102,124
"1","ALSPAC5831",38,43,9,8,11,103,126
"5","ALSPAC5832",10,48,9,9,4,100,115
"1","ALSPAC5833",8,60,8,6,9,107,106
"1","ALSPAC5834",21,40,7,7,10,106,119
"1","ALSPAC5835",25,53,8,6,10,101,121
"4","ALSPAC5836",7,83,6,2,8,97,114
"5","ALSPAC5837",7,47,11,8,5,99,122
"1","ALSPAC5838",42,45,10,7,13,100,118
"5","ALSPAC5839",11,32,10,9,4,108,118
"3","ALSPAC5840",16,67,7,4,10,103,119
"1","ALSPAC5841",27,42,7,6,4,104,127
"1","ALSPAC5842",39,43,10,8,7,105,121
"1","ALSPAC5843",23,59,6,5,7,103,115
"1","ALSPAC5844",33,59,7,7,12,101,111
"4","ALSPAC5845",16,75,5,3,11,105,116
"4","ALSPAC5846",26,45,8,3,12,109,113
"1","ALSPAC5847",34,39,10,8,11,107,123
"2","ALSPAC5848",36,29,9,9,9,104,124
"5","ALSPAC5849",16,49,8,7,6,101,118
"2","ALSPAC5850",41,17,9,10,12,103,116
"4","ALSPAC5851",27,64,8,4,15,99,112
"1","ALSPAC5852",16,43,9,8,8,97,126
"1","ALSPAC5853",44,54,8,8,15,101,118
"4","ALSPAC5854",25,73,2,-3,12,98,121
"3","ALSPAC5855",23,58,8,4,6,97,113
"1","ALSPAC5856",15,60,8,7,12,102,117
"4","ALSPAC5857",33,38,12,5,16,101,127
"5","ALSPAC5858",1,58,8,8,0,104,118
"1","ALSPAC5859",33,41,9,8,9,104,122
"1","ALSPAC5860",13,62,7,7,8,105,123
"1","ALSPAC5861",39,59,7,7,10,99,115
"2","ALSPAC5862",35,39,6,7,12,109,118
"1","ALSPAC5863",41,55,8,7,14,99,121
"3","ALSPAC5864",7,81,5,3,6,101,119
"4","ALSPAC5865",18,80,6,1,12,103,116
"5","ALSPAC5866",7,55,9,7,6,107,116
"1","ALSPAC5867",29,53,9,9,10,101,118
"1","ALSPAC5868",30,36,9,7,8,100,118
"4","ALSPAC5869",7,86,5,-1,9,102,118
"1","ALSPAC5870",37,49,9,8,11,97,121
"1","ALSPAC5871",33,49,8,6,7,109,116
"2","ALSPAC5872",38,14,10,9,13,99,118
"1","ALSPAC5873",38,47,9,7,14,100,122
"5","ALSPAC5874",-2,58,7,8,1,99,120
"1","ALSPAC5875",16,65,8,8,5,107,122
"3","ALSPAC5876",11,86,3,4,8,105,115
"2","ALSPAC5877",31,4,11,11,11,99,115
"1","ALSPAC5878",38,46,9,8,13,101,120
"4","ALSPAC5879",11,72,5,2,8,100,113
"1","ALSPAC5880",31,57,7,6,NA,103,123
"5","ALSPAC5881",13,40,9,8,-1,101,120
"1","ALSPAC5882",23,47,7,6,10,102,121
"1","ALSPAC5883",30,45,9,7,7,101,122
"1","ALSPAC5884",30,44,8,6,13,107,118
"1","ALSPAC5885",22,54,8,6,8,109,120
"3","ALSPAC5886",13,78,0,3,NA,104,125
"1","ALSPAC5887",28,62,7,6,10,103,121
"5","ALSPAC5888",13,57,7,5,3,100,122
"1","ALSPAC5889",16,67,8,7,6,102,121
"3","ALSPAC5890",10,66,7,4,6,107,120
"1","ALSPAC5891",48,41,10,7,11,103,127
"4","ALSPAC5892",34,68,5,1,13,89,113
"1","ALSPAC5893",32,45,9,9,12,103,118
"4","ALSPAC5894",28,74,6,1,14,99,114
"5","ALSPAC5895",6,62,7,6,2,102,122
"1","ALSPAC5896",25,58,7,7,11,103,122
"2","ALSPAC5897",39,25,8,9,13,108,118
"1","ALSPAC5898",21,53,8,8,9,111,112
"1","ALSPAC5899",21,73,7,6,8,108,121
"3","ALSPAC5900",11,77,4,3,10,98,122
"4","ALSPAC5901",17,80,3,0,10,105,118
"1","ALSPAC5902",40,30,NA,9,9,102,121
"2","ALSPAC5903",46,22,11,11,13,96,115
"1","ALSPAC5904",20,44,8,6,9,103,118
"5","ALSPAC5905",8,70,4,5,2,104,118
"2","ALSPAC5906",43,5,11,11,12,115,115
"1","ALSPAC5907",39,41,10,8,NA,105,119
"1","ALSPAC5908",39,36,8,8,12,99,117
"1","ALSPAC5909",31,56,7,7,9,111,118
"4","ALSPAC5910",10,92,NA,1,13,102,118
"4","ALSPAC5911",19,83,3,1,8,103,120
"1","ALSPAC5912",35,36,9,6,11,98,124
"1","ALSPAC5913",43,26,10,9,10,100,127
"1","ALSPAC5914",23,58,8,9,6,104,123
"1","ALSPAC5915",30,61,7,6,8,104,115
"1","ALSPAC5916",36,33,10,8,5,106,117
"1","ALSPAC5917",46,40,9,8,12,102,119
"1","ALSPAC5918",23,46,7,5,6,108,120
"1","ALSPAC5919",41,38,10,8,10,108,121
"1","ALSPAC5920",39,70,6,5,13,100,119
"3","ALSPAC5921",9,82,6,5,9,101,122
"1","ALSPAC5922",29,62,8,8,NA,107,113
"2","ALSPAC5923",45,19,10,10,15,102,128
"4","ALSPAC5924",15,70,8,4,10,104,119
"1","ALSPAC5925",17,47,8,7,10,107,108
"1","ALSPAC5926",43,52,8,6,13,102,120
"3","ALSPAC5927",11,79,9,2,6,98,120
"2","ALSPAC5928",39,24,9,9,12,107,116
"4","ALSPAC5929",17,82,6,-1,15,110,117
"5","ALSPAC5930",9,52,9,6,NA,100,119
"5","ALSPAC5931",-3,57,4,6,0,108,123
"1","ALSPAC5932",18,46,10,8,6,107,119
"1","ALSPAC5933",26,60,7,5,9,104,113
"4","ALSPAC5934",23,81,7,4,NA,105,115
"1","ALSPAC5935",40,53,8,7,11,94,121
"4","ALSPAC5936",21,73,7,1,10,102,113
"1","ALSPAC5937",35,49,8,7,11,106,129
"4","ALSPAC5938",17,76,3,2,13,103,113
"1","ALSPAC5939",18,59,8,8,5,100,115
"4","ALSPAC5940",15,81,5,2,11,107,117
"5","ALSPAC5941",6,56,NA,6,5,102,121
"5","ALSPAC5942",12,42,11,10,8,106,112
"1","ALSPAC5943",44,45,9,8,11,107,114
"1","ALSPAC5944",37,53,8,7,9,97,118
"3","ALSPAC5945",15,75,8,4,7,101,123
"1","ALSPAC5946",28,46,9,8,6,99,125
"1","ALSPAC5947",20,66,7,7,11,102,116
"5","ALSPAC5948",4,51,9,11,3,106,125
"1","ALSPAC5949",46,37,9,9,15,102,119
"1","ALSPAC5950",40,52,9,9,13,97,120
"1","ALSPAC5951",16,70,7,6,8,107,121
"2","ALSPAC5952",40,21,9,9,15,108,117
"1","ALSPAC5953",50,41,9,8,14,108,128
"1","ALSPAC5954",37,56,8,7,16,109,118
"1","ALSPAC5955",12,63,7,5,8,100,118
"1","ALSPAC5956",31,46,9,8,11,103,115
"1","ALSPAC5957",20,53,8,6,9,111,122
"3","ALSPAC5958",7,74,8,4,9,106,118
"2","ALSPAC5959",39,15,10,NA,12,106,120
"1","ALSPAC5960",41,42,8,7,10,99,114
"2","ALSPAC5961",32,23,9,10,NA,106,117
"5","ALSPAC5962",7,58,8,6,4,99,116
"4","ALSPAC5963",27,86,5,1,14,105,121
"1","ALSPAC5964",33,69,7,6,14,98,118
"4","ALSPAC5965",21,79,5,0,8,100,121
"2","ALSPAC5966",34,13,9,9,12,108,119
"3","ALSPAC5967",7,79,7,4,9,99,122
"3","ALSPAC5968",18,76,5,3,13,100,127
"1","ALSPAC5969",18,54,9,9,5,105,115
"1","ALSPAC5970",11,72,6,6,8,110,116
"1","ALSPAC5971",31,55,NA,7,7,103,121
"1","ALSPAC5972",36,37,9,7,10,100,114
"5","ALSPAC5973",8,59,7,6,2,103,116
"4","ALSPAC5974",28,72,7,5,13,95,118
"1","ALSPAC5975",39,34,7,7,14,105,125
"4","ALSPAC5976",14,74,5,3,NA,108,119
"4","ALSPAC5977",8,85,6,2,5,100,123
"4","ALSPAC5978",17,64,6,3,9,103,123
"2","ALSPAC5979",36,13,10,10,9,104,124
"5","ALSPAC5980",16,40,9,9,5,108,120
"1","ALSPAC5981",37,45,9,7,11,96,118
"4","ALSPAC5982",15,81,4,0,12,107,111
"5","ALSPAC5983",2,45,8,7,8,102,120
"2","ALSPAC5984",37,12,9,9,13,103,124
"4","ALSPAC5985",9,80,2,0,NA,96,120
"5","ALSPAC5986",20,46,8,6,NA,100,117
"4","ALSPAC5987",21,72,6,-1,11,105,121
"3","ALSPAC5988",18,75,6,3,11,102,119
"2","ALSPAC5989",28,27,8,8,12,101,114
"2","ALSPAC5990",37,24,8,8,14,108,122
"4","ALSPAC5991",22,70,4,1,NA,109,116
"4","ALSPAC5992",25,77,4,0,12,102,123
"1","ALSPAC5993",22,56,8,7,10,105,114
"3","ALSPAC5994",3,78,2,2,5,107,118
"1","ALSPAC5995",36,52,8,6,15,108,116
"1","ALSPAC5996",26,32,11,9,8,105,120
"1","ALSPAC5997",19,40,8,7,6,103,124
"3","ALSPAC5998",17,66,11,5,8,106,122
"1","ALSPAC5999",59,40,NA,7,13,109,123
"2","ALSPAC6000",47,16,9,10,16,100,123
"1","ALSPAC6001",27,67,6,6,6,102,120
"3","ALSPAC6002",8,92,0,1,10,104,119
"4","ALSPAC6003",24,70,7,4,14,104,122
"1","ALSPAC6004",40,47,7,6,11,103,120
"3","ALSPAC6005",10,89,2,0,9,99,123
"3","ALSPAC6006",4,80,3,3,6,101,118
"2","ALSPAC6007",37,19,8,9,9,95,117
"5","ALSPAC6008",6,67,7,4,5,100,115
"1","ALSPAC6009",32,62,7,6,8,100,122
"2","ALSPAC6010",37,12,9,10,13,97,125
"1","ALSPAC6011",24,34,8,6,9,105,121
"2","ALSPAC6012",43,23,10,10,NA,99,127
"1","ALSPAC6013",31,35,9,7,11,103,115
"1","ALSPAC6014",29,37,9,8,11,101,116
"5","ALSPAC6015",12,45,9,7,3,95,122
"1","ALSPAC6016",12,59,8,7,10,104,121
"2","ALSPAC6017",39,31,8,8,11,111,123
"5","ALSPAC6018",-2,46,8,8,-6,105,124
"2","ALSPAC6019",41,23,8,8,NA,101,119
"1","ALSPAC6020",18,62,8,7,10,106,119
"4","ALSPAC6021",19,63,5,2,9,102,121
"2","ALSPAC6022",46,21,9,9,11,101,120
"2","ALSPAC6023",37,25,9,9,13,107,120
"1","ALSPAC6024",38,48,8,8,14,103,124
"4","ALSPAC6025",12,79,5,1,9,101,122
"4","ALSPAC6026",17,73,4,-1,14,104,126
"1","ALSPAC6027",38,47,8,6,11,104,116
"2","ALSPAC6028",45,4,10,10,15,101,110
"5","ALSPAC6029",11,45,7,6,2,96,119
"3","ALSPAC6030",10,90,0,2,7,103,119
"1","ALSPAC6031",15,66,7,7,7,100,110
"5","ALSPAC6032",6,52,8,9,5,101,118
"5","ALSPAC6033",13,45,6,4,4,98,117
"5","ALSPAC6034",10,58,8,6,6,100,121
"5","ALSPAC6035",6,47,8,9,4,102,121
"2","ALSPAC6036",37,29,8,9,9,110,110
"2","ALSPAC6037",35,6,10,10,11,111,116
"4","ALSPAC6038",29,85,4,2,12,98,116
"3","ALSPAC6039",20,88,2,4,8,107,124
"4","ALSPAC6040",18,73,7,4,14,108,124
"1","ALSPAC6041",21,65,6,6,8,102,119
"1","ALSPAC6042",30,43,8,8,9,101,124
"4","ALSPAC6043",24,85,6,0,12,94,123
"1","ALSPAC6044",29,69,8,6,9,100,115
"1","ALSPAC6045",36,51,10,8,NA,108,111
"4","ALSPAC6046",30,63,5,0,15,109,127
"1","ALSPAC6047",19,60,6,5,5,102,122
"4","ALSPAC6048",19,64,4,2,8,99,118
"5","ALSPAC6049",11,56,6,4,2,102,119
"1","ALSPAC6050",31,42,9,8,10,104,126
"3","ALSPAC6051",4,93,5,4,6,108,119
"2","ALSPAC6052",37,13,10,9,12,105,115
"1","ALSPAC6053",26,48,8,8,8,110,121
"2","ALSPAC6054",39,21,9,9,12,106,122
"3","ALSPAC6055",14,82,4,3,11,95,116
"1","ALSPAC6056",42,28,9,9,7,105,122
"4","ALSPAC6057",14,61,6,5,9,102,123
"1","ALSPAC6058",18,66,7,6,9,106,116
"1","ALSPAC6059",36,46,8,7,12,103,128
"4","ALSPAC6060",18,65,5,NA,8,98,122
"2","ALSPAC6061",31,33,8,8,9,100,117
"5","ALSPAC6062",2,54,6,6,0,103,117
"4","ALSPAC6063",19,62,5,3,10,104,120
"1","ALSPAC6064",22,59,7,7,12,103,114
"3","ALSPAC6065",4,88,0,2,8,101,121
"1","ALSPAC6066",16,74,6,6,4,106,117
"1","ALSPAC6067",25,49,8,8,11,104,116
"1","ALSPAC6068",18,54,8,7,5,101,126
"1","ALSPAC6069",22,57,7,6,11,105,124
"1","ALSPAC6070",36,41,9,7,8,103,121
"1","ALSPAC6071",0,73,6,6,7,104,121
"1","ALSPAC6072",29,38,8,7,9,101,117
"1","ALSPAC6073",24,63,7,6,13,108,116
"1","ALSPAC6074",30,46,8,6,NA,97,120
"3","ALSPAC6075",15,78,4,1,9,103,114
"4","ALSPAC6076",20,72,7,5,13,103,117
"1","ALSPAC6077",35,61,9,8,11,106,117
"1","ALSPAC6078",33,52,8,7,12,105,125
"5","ALSPAC6079",14,38,9,8,3,100,126
"1","ALSPAC6080",24,51,9,8,11,106,114
"1","ALSPAC6081",22,60,7,7,8,102,113
"1","ALSPAC6082",32,43,8,6,10,98,113
"1","ALSPAC6083",48,37,9,8,16,104,114
"1","ALSPAC6084",28,53,8,8,10,96,117
"5","ALSPAC6085",15,49,7,6,4,102,127
"5","ALSPAC6086",10,51,10,6,6,101,120
"1","ALSPAC6087",40,33,8,7,11,111,127
"2","ALSPAC6088",27,23,8,9,10,101,120
"1","ALSPAC6089",31,47,8,7,10,103,117
"1","ALSPAC6090",38,57,8,6,14,107,119
"2","ALSPAC6091",41,4,10,10,14,98,116
"2","ALSPAC6092",39,20,8,8,8,99,121
"4","ALSPAC6093",26,61,8,4,14,106,115
"4","ALSPAC6094",16,79,6,2,12,105,123
"1","ALSPAC6095",44,35,8,8,14,103,113
"1","ALSPAC6096",30,60,7,5,12,96,116
"1","ALSPAC6097",19,48,7,7,10,112,112
"2","ALSPAC6098",36,23,8,8,11,107,123
"1","ALSPAC6099",18,42,9,7,9,106,119
"2","ALSPAC6100",40,22,8,9,15,104,122
"2","ALSPAC6101",35,32,9,10,11,98,115
"5","ALSPAC6102",15,52,7,4,7,108,113
"3","ALSPAC6103",3,85,5,5,5,106,122
"4","ALSPAC6104",9,82,4,3,NA,104,115
"4","ALSPAC6105",8,61,5,0,9,109,122
"4","ALSPAC6106",13,67,4,1,NA,103,120
"1","ALSPAC6107",45,50,9,8,NA,97,122
"1","ALSPAC6108",10,60,5,5,9,102,117
"1","ALSPAC6109",38,55,9,8,13,104,123
"4","ALSPAC6110",16,78,4,-1,8,101,114
"1","ALSPAC6111",38,35,7,7,11,102,122
"5","ALSPAC6112",11,49,8,8,8,96,118
"4","ALSPAC6113",5,84,4,0,10,108,120
"1","ALSPAC6114",9,65,7,5,8,105,120
"3","ALSPAC6115",6,91,3,3,3,101,124
"3","ALSPAC6116",3,78,6,1,5,100,114
"5","ALSPAC6117",20,32,10,10,7,104,119
"1","ALSPAC6118",38,44,7,6,14,98,121
"1","ALSPAC6119",39,42,9,7,10,104,119
"1","ALSPAC6120",21,65,7,6,9,102,108
"1","ALSPAC6121",44,42,8,7,14,103,118
"4","ALSPAC6122",28,70,6,3,15,102,112
"3","ALSPAC6123",4,75,4,4,3,98,117
"1","ALSPAC6124",41,59,8,6,9,101,120
"1","ALSPAC6125",33,46,7,7,10,103,115
"2","ALSPAC6126",42,19,10,9,15,96,119
"2","ALSPAC6127",36,17,8,9,12,97,119
"1","ALSPAC6128",18,69,6,6,8,112,125
"1","ALSPAC6129",18,46,6,4,NA,101,112
"3","ALSPAC6130",11,72,3,3,5,106,121
"3","ALSPAC6131",13,79,2,1,5,105,117
"1","ALSPAC6132",13,71,8,8,NA,104,116
"2","ALSPAC6133",35,27,8,9,11,97,116
"2","ALSPAC6134",39,7,9,10,10,111,124
"1","ALSPAC6135",33,64,7,6,10,103,118
"1","ALSPAC6136",15,65,8,7,6,104,117
"2","ALSPAC6137",36,6,11,11,9,105,123
"2","ALSPAC6138",36,38,8,9,12,107,116
"2","ALSPAC6139",43,22,10,10,NA,97,122
"5","ALSPAC6140",5,57,9,5,2,95,120
"5","ALSPAC6141",14,37,8,8,6,99,118
"1","ALSPAC6142",37,48,8,6,8,103,119
"4","ALSPAC6143",27,71,5,2,11,102,117
"5","ALSPAC6144",9,46,11,10,NA,105,120
"2","ALSPAC6145",41,11,11,11,8,101,115
"5","ALSPAC6146",16,40,9,6,5,97,118
"1","ALSPAC6147",42,34,9,8,13,114,120
"1","ALSPAC6148",27,58,9,7,8,95,119
"3","ALSPAC6149",18,64,10,6,8,94,132
"2","ALSPAC6150",30,28,9,10,NA,102,117
"5","ALSPAC6151",12,57,8,7,6,97,119
"1","ALSPAC6152",8,51,7,6,4,108,120
"4","ALSPAC6153",24,79,6,2,14,105,116
"1","ALSPAC6154",33,35,8,7,6,102,121
"1","ALSPAC6155",40,44,8,6,12,101,120
"4","ALSPAC6156",14,98,2,-2,12,105,114
"4","ALSPAC6157",12,90,4,0,9,103,118
"4","ALSPAC6158",28,66,6,3,12,98,121
"1","ALSPAC6159",39,46,8,8,11,100,129
"1","ALSPAC6160",13,71,8,7,10,106,113
"3","ALSPAC6161",8,80,1,2,3,108,124
"5","ALSPAC6162",6,52,5,5,1,106,114
"3","ALSPAC6163",1,98,-1,0,NA,99,116
"1","ALSPAC6164",37,36,9,8,11,99,119
"4","ALSPAC6165",15,80,4,1,11,108,117
"4","ALSPAC6166",12,79,3,-1,6,95,117
"2","ALSPAC6167",37,25,8,9,11,107,119
"4","ALSPAC6168",15,82,5,0,9,97,118
"1","ALSPAC6169",31,43,9,8,11,98,121
"1","ALSPAC6170",13,61,7,6,7,96,114
"4","ALSPAC6171",21,77,6,3,15,98,119
"1","ALSPAC6172",31,56,7,7,8,101,122
"1","ALSPAC6173",37,59,7,6,15,97,119
"2","ALSPAC6174",35,28,8,8,12,95,118
"1","ALSPAC6175",35,61,6,5,9,102,122
"1","ALSPAC6176",33,58,7,7,14,104,114
"1","ALSPAC6177",22,52,8,8,7,99,118
"4","ALSPAC6178",19,81,6,5,10,99,120
"1","ALSPAC6179",41,46,9,8,10,104,119
"2","ALSPAC6180",31,37,7,8,10,97,114
"5","ALSPAC6181",9,41,9,9,8,102,120
"5","ALSPAC6182",11,39,11,8,8,105,117
"1","ALSPAC6183",18,70,7,6,7,103,113
"5","ALSPAC6184",6,46,8,8,0,103,113
"4","ALSPAC6185",17,85,5,2,11,109,126
"1","ALSPAC6186",35,50,7,8,10,97,118
"4","ALSPAC6187",16,72,6,1,6,99,119
"4","ALSPAC6188",19,75,4,1,7,99,120
"1","ALSPAC6189",26,48,6,7,8,103,127
"1","ALSPAC6190",17,47,7,7,6,102,112
"1","ALSPAC6191",37,47,8,7,11,107,122
"1","ALSPAC6192",12,56,7,7,6,98,117
"1","ALSPAC6193",31,39,8,8,9,110,125
"1","ALSPAC6194",26,50,8,7,7,105,124
"1","ALSPAC6195",36,54,7,6,13,103,113
"1","ALSPAC6196",10,58,8,5,NA,102,117
"1","ALSPAC6197",20,61,NA,5,14,99,118
"1","ALSPAC6198",39,58,6,6,NA,98,120
"1","ALSPAC6199",35,49,9,8,10,94,121
"1","ALSPAC6200",32,49,9,9,11,98,117
