"k","yp_id","nara_comp_raw_f9","nara_acc_raw_f9","read_word_raw_f9","read_nonw_raw_f9","wold_comp_raw_f8","age_m_f8","age_m_f9","yp_no"
"2","ALSPAC5675",9,33,4,4,2,105,115,5675
"3","ALSPAC5676",19,76,9,13,8,102,124,5676
"1","ALSPAC5677",17,68,9,8,3,100,121,5677
"1","ALSPAC5678",41,69,9,7,9,107,115,5678
"3","ALSPAC5679",28,79,6,5,7,104,122,5679
"2","ALSPAC5680",9,53,5,3,7,102,116,5680
"1","ALSPAC5681",30,70,9,8,9,104,120,5681
"1","ALSPAC5682",45,86,10,8,11,107,113,5682
"3","ALSPAC5683",22,66,4,4,11,95,114,5683
"1","ALSPAC5684",45,75,11,8,12,100,122,5684
"1","ALSPAC5685",28,65,9,6,7,103,118,5685
"3","ALSPAC5686",5,59,8,8,2,101,119,5686
"1","ALSPAC5687",34,79,9,9,9,101,121,5687
"1","ALSPAC5688",24,67,8,7,13,103,114,5688
"1","ALSPAC5689",42,75,9,9,10,106,121,5689
"1","ALSPAC5690",15,67,7,6,12,99,118,5690
"1","ALSPAC5691",57,85,11,10,17,102,120,5691
"1","ALSPAC5692",29,80,10,9,12,105,121,5692
"2","ALSPAC5693",9,36,0,1,1,111,117,5693
"1","ALSPAC5694",44,76,8,8,12,106,122,5694
"1","ALSPAC5695",36,78,NA,8,10,97,119,5695
"1","ALSPAC5696",35,68,9,8,13,105,120,5696
"1","ALSPAC5697",20,66,9,6,7,98,119,5697
"1","ALSPAC5698",31,73,8,8,13,101,123,5698
"1","ALSPAC5699",37,83,NA,8,8,106,116,5699
"3","ALSPAC5700",9,69,6,6,6,102,120,5700
"3","ALSPAC5701",18,72,5,1,5,99,126,5701
"3","ALSPAC5702",19,64,7,5,11,98,116,5702
"2","ALSPAC5703",10,37,7,6,3,104,118,5703
"2","ALSPAC5704",-2,11,1,0,-1,92,119,5704
"1","ALSPAC5705",56,84,10,10,11,103,123,5705
"3","ALSPAC5706",19,79,8,7,9,106,116,5706
"3","ALSPAC5707",22,74,9,7,7,98,121,5707
"1","ALSPAC5708",32,73,9,9,NA,103,122,5708
"2","ALSPAC5709",7,16,3,0,3,98,117,5709
"1","ALSPAC5710",42,79,9,7,12,99,123,5710
"1","ALSPAC5711",37,79,8,9,12,105,119,5711
"1","ALSPAC5712",26,83,9,7,12,106,112,5712
"1","ALSPAC5713",31,71,7,7,9,97,125,5713
"1","ALSPAC5714",27,72,8,7,11,105,119,5714
"2","ALSPAC5715",7,37,7,8,4,101,124,5715
"2","ALSPAC5716",19,43,9,8,9,100,119,5716
"3","ALSPAC5717",21,66,7,5,9,107,123,5717
"1","ALSPAC5718",46,76,9,7,13,104,122,5718
"3","ALSPAC5719",11,52,6,6,4,102,124,5719
"3","ALSPAC5720",13,59,4,5,6,108,125,5720
"1","ALSPAC5721",38,76,8,7,NA,108,118,5721
"1","ALSPAC5722",32,74,10,9,11,98,114,5722
"1","ALSPAC5723",45,83,10,7,12,112,122,5723
"1","ALSPAC5724",51,83,11,9,15,102,124,5724
"1","ALSPAC5725",43,70,8,8,12,102,119,5725
"1","ALSPAC5726",39,70,9,8,10,99,117,5726
"3","ALSPAC5727",10,68,7,5,3,102,119,5727
"3","ALSPAC5728",17,60,6,4,10,107,122,5728
"1","ALSPAC5729",44,81,10,9,12,94,116,5729
"3","ALSPAC5730",20,86,10,9,6,101,120,5730
"1","ALSPAC5731",31,66,8,6,10,106,121,5731
"1","ALSPAC5732",37,64,7,6,9,101,118,5732
"1","ALSPAC5733",43,77,10,8,11,103,120,5733
"1","ALSPAC5734",25,68,8,7,11,102,125,5734
"2","ALSPAC5735",9,42,4,3,6,110,117,5735
"1","ALSPAC5736",39,81,9,9,12,106,120,5736
"1","ALSPAC5737",28,70,8,7,10,98,114,5737
"3","ALSPAC5738",11,71,9,8,4,106,128,5738
"1","ALSPAC5739",24,70,8,9,10,102,119,5739
"1","ALSPAC5740",42,80,11,9,11,97,119,5740
"1","ALSPAC5741",32,79,10,9,10,105,116,5741
"2","ALSPAC5742",9,30,2,2,8,105,120,5742
"2","ALSPAC5743",-4,31,2,0,1,100,124,5743
"1","ALSPAC5744",29,71,8,8,12,103,124,5744
"3","ALSPAC5745",17,70,6,7,3,105,123,5745
"3","ALSPAC5746",17,74,9,9,NA,102,115,5746
"3","ALSPAC5747",17,43,3,6,6,105,117,5747
"1","ALSPAC5748",40,80,10,9,12,96,123,5748
"1","ALSPAC5749",26,70,8,8,12,102,122,5749
"1","ALSPAC5750",32,76,11,9,9,100,116,5750
"1","ALSPAC5751",36,79,10,8,12,112,117,5751
"3","ALSPAC5752",23,70,8,5,7,101,123,5752
"3","ALSPAC5753",17,77,8,6,6,104,116,5753
"2","ALSPAC5754",6,38,2,1,1,101,118,5754
"1","ALSPAC5755",26,85,10,9,13,102,118,5755
"1","ALSPAC5756",40,73,10,10,8,106,117,5756
"1","ALSPAC5757",53,90,11,11,14,102,122,5757
"2","ALSPAC5758",8,39,4,2,3,111,121,5758
"3","ALSPAC5759",18,66,8,8,3,105,119,5759
"2","ALSPAC5760",13,38,5,4,7,109,121,5760
"3","ALSPAC5761",17,55,9,9,11,112,126,5761
"1","ALSPAC5762",36,77,11,7,11,97,121,5762
"1","ALSPAC5763",29,73,9,8,8,103,120,5763
"3","ALSPAC5764",11,52,3,2,7,108,112,5764
"2","ALSPAC5765",9,34,3,3,2,109,112,5765
"2","ALSPAC5766",14,28,6,5,6,100,120,5766
"2","ALSPAC5767",12,36,5,3,5,108,121,5767
"1","ALSPAC5768",40,70,8,8,13,98,120,5768
"1","ALSPAC5769",26,73,8,7,10,102,113,5769
"1","ALSPAC5770",41,78,9,8,11,101,123,5770
"1","ALSPAC5771",42,79,8,8,11,104,131,5771
"1","ALSPAC5772",39,79,10,9,11,104,117,5772
"1","ALSPAC5773",42,75,9,9,15,96,119,5773
"3","ALSPAC5774",24,73,8,8,7,103,125,5774
"1","ALSPAC5775",30,71,9,9,11,98,125,5775
"1","ALSPAC5776",47,76,9,10,15,105,123,5776
"1","ALSPAC5777",57,67,8,8,18,105,122,5777
"1","ALSPAC5778",38,68,8,7,11,111,117,5778
"1","ALSPAC5779",23,75,10,8,6,100,113,5779
"3","ALSPAC5780",34,78,7,9,9,100,119,5780
"1","ALSPAC5781",38,77,8,8,12,106,116,5781
"1","ALSPAC5782",52,90,9,9,12,103,117,5782
"2","ALSPAC5783",9,32,3,0,9,111,117,5783
"1","ALSPAC5784",44,80,9,8,12,105,120,5784
"1","ALSPAC5785",39,75,9,7,10,98,118,5785
"2","ALSPAC5786",17,38,5,4,5,104,122,5786
"3","ALSPAC5787",18,63,9,6,8,108,117,5787
"1","ALSPAC5788",55,75,9,8,13,99,120,5788
"2","ALSPAC5789",14,43,6,5,4,103,117,5789
"2","ALSPAC5790",8,25,3,NA,5,101,117,5790
"1","ALSPAC5791",34,65,8,8,10,98,118,5791
"3","ALSPAC5792",21,77,8,6,7,101,116,5792
"2","ALSPAC5793",14,50,5,4,6,107,121,5793
"1","ALSPAC5794",31,82,10,11,14,108,113,5794
"1","ALSPAC5795",27,74,8,7,7,105,120,5795
"1","ALSPAC5796",34,71,9,7,8,95,118,5796
"1","ALSPAC5797",23,76,9,7,10,106,122,5797
"1","ALSPAC5798",49,83,10,8,14,110,121,5798
"1","ALSPAC5799",49,76,8,7,16,100,117,5799
"1","ALSPAC5800",42,76,10,8,16,103,123,5800
"3","ALSPAC5801",15,70,6,8,4,103,115,5801
"1","ALSPAC5802",41,79,9,8,10,101,117,5802
"3","ALSPAC5803",14,47,7,4,0,103,120,5803
"2","ALSPAC5804",10,22,4,2,6,101,126,5804
"3","ALSPAC5805",10,72,7,7,3,94,112,5805
"3","ALSPAC5806",17,63,8,5,9,104,120,5806
"2","ALSPAC5807",15,60,7,5,3,105,121,5807
"1","ALSPAC5808",34,75,8,8,7,105,121,5808
"1","ALSPAC5809",16,62,8,8,8,104,116,5809
"2","ALSPAC5810",17,42,6,3,6,105,124,5810
"3","ALSPAC5811",20,63,5,6,9,98,127,5811
"1","ALSPAC5812",31,71,NA,9,14,102,119,5812
"3","ALSPAC5813",24,75,5,4,7,97,115,5813
"1","ALSPAC5814",32,78,11,9,8,99,118,5814
"1","ALSPAC5815",34,75,8,8,9,105,122,5815
"2","ALSPAC5816",19,39,6,6,NA,109,116,5816
"2","ALSPAC5817",8,34,5,5,6,107,125,5817
"1","ALSPAC5818",38,79,11,8,10,104,119,5818
"3","ALSPAC5819",21,65,8,6,6,108,123,5819
"1","ALSPAC5820",28,67,8,7,8,104,120,5820
"1","ALSPAC5821",23,72,9,9,NA,103,123,5821
"3","ALSPAC5822",24,61,7,8,8,105,128,5822
"1","ALSPAC5823",47,83,10,9,13,105,118,5823
"3","ALSPAC5824",17,77,9,8,5,99,123,5824
"3","ALSPAC5825",16,73,8,6,6,105,124,5825
"2","ALSPAC5826",15,53,6,2,5,104,114,5826
"1","ALSPAC5827",34,73,9,9,14,103,124,5827
"1","ALSPAC5828",34,80,10,9,11,102,113,5828
"1","ALSPAC5829",19,66,7,7,10,105,116,5829
"3","ALSPAC5830",19,87,6,7,7,102,124,5830
"1","ALSPAC5831",43,80,10,9,12,103,125,5831
"2","ALSPAC5832",11,34,4,4,6,101,115,5832
"1","ALSPAC5833",19,60,8,6,13,108,110,5833
"1","ALSPAC5834",38,67,7,7,14,106,122,5834
"1","ALSPAC5835",30,73,9,7,11,101,121,5835
"1","ALSPAC5836",25,66,8,7,11,100,127,5836
"2","ALSPAC5837",6,36,7,4,5,98,121,5837
"1","ALSPAC5838",44,81,11,8,13,100,117,5838
"2","ALSPAC5839",2,21,2,2,3,108,117,5839
"2","ALSPAC5840",6,21,2,0,4,104,121,5840
"1","ALSPAC5841",40,72,8,7,7,104,128,5841
"1","ALSPAC5842",45,78,11,9,8,105,121,5842
"1","ALSPAC5843",26,71,7,6,8,103,115,5843
"1","ALSPAC5844",31,77,9,8,11,102,110,5844
"1","ALSPAC5845",34,74,9,8,12,106,121,5845
"1","ALSPAC5846",64,83,11,9,15,112,125,5846
"1","ALSPAC5847",44,76,10,8,14,106,124,5847
"3","ALSPAC5848",25,78,9,7,4,104,124,5848
"2","ALSPAC5849",16,32,4,3,7,101,120,5849
"3","ALSPAC5850",21,65,6,7,6,103,116,5850
"3","ALSPAC5851",16,57,6,5,7,104,129,5851
"1","ALSPAC5852",33,66,10,9,13,97,129,5852
"1","ALSPAC5853",38,85,10,10,13,101,115,5853
"3","ALSPAC5854",25,64,9,8,3,99,121,5854
"3","ALSPAC5855",10,48,3,3,6,101,130,5855
"1","ALSPAC5856",21,68,9,8,14,102,119,5856
"1","ALSPAC5857",72,89,12,9,20,99,116,5857
"2","ALSPAC5858",8,48,7,6,3,105,116,5858
"1","ALSPAC5859",43,75,10,8,11,103,122,5859
"1","ALSPAC5860",19,68,8,8,9,104,124,5860
"1","ALSPAC5861",33,81,9,8,8,99,112,5861
"3","ALSPAC5862",30,88,7,6,12,109,120,5862
"1","ALSPAC5863",36,84,10,9,12,99,118,5863
"3","ALSPAC5864",19,73,7,6,5,101,119,5864
"3","ALSPAC5865",22,74,9,5,9,104,122,5865
"2","ALSPAC5866",12,41,6,5,8,107,117,5866
"1","ALSPAC5867",33,74,10,10,11,102,117,5867
"1","ALSPAC5868",45,71,9,8,12,100,120,5868
"1","ALSPAC5869",23,65,9,7,10,102,121,5869
"1","ALSPAC5870",38,80,11,9,11,97,120,5870
"1","ALSPAC5871",38,75,9,7,8,109,117,5871
"3","ALSPAC5872",16,65,7,6,7,99,118,5872
"1","ALSPAC5873",40,81,10,9,14,99,120,5873
"2","ALSPAC5874",5,50,6,6,4,99,116,5874
"1","ALSPAC5875",19,70,9,9,5,106,122,5875
"2","ALSPAC5876",13,39,4,4,6,107,121,5876
"3","ALSPAC5877",3,63,7,7,2,99,113,5877
"1","ALSPAC5878",41,79,10,9,14,101,119,5878
"3","ALSPAC5879",12,74,7,6,3,103,122,5879
"1","ALSPAC5880",30,78,9,7,NA,103,122,5880
"2","ALSPAC5881",8,28,3,2,-1,101,119,5881
"1","ALSPAC5882",33,71,8,6,13,102,123,5882
"1","ALSPAC5883",39,74,10,8,9,101,123,5883
"1","ALSPAC5884",39,74,9,7,15,107,119,5884
"1","ALSPAC5885",29,71,8,7,9,109,121,5885
"2","ALSPAC5886",10,31,5,7,NA,100,115,5886
"1","ALSPAC5887",25,77,9,8,8,103,119,5887
"2","ALSPAC5888",16,41,5,3,5,99,123,5888
"1","ALSPAC5889",17,69,9,8,6,102,120,5889
"3","ALSPAC5890",11,60,5,4,5,106,116,5890
"1","ALSPAC5891",49,86,12,9,10,102,124,5891
"1","ALSPAC5892",42,91,11,10,5,93,126,5892
"1","ALSPAC5893",39,75,10,10,14,103,118,5893
"1","ALSPAC5894",36,86,11,9,8,101,122,5894
"2","ALSPAC5895",14,49,7,5,5,101,122,5895
"1","ALSPAC5896",27,75,8,8,11,103,121,5896
"3","ALSPAC5897",25,73,6,6,10,108,119,5897
"1","ALSPAC5898",29,68,9,9,11,112,115,5898
"1","ALSPAC5899",15,75,9,8,6,107,120,5899
"3","ALSPAC5900",20,66,9,7,6,98,119,5900
"1","ALSPAC5901",30,74,9,8,8,105,118,5901
"1","ALSPAC5902",54,76,NA,10,12,102,122,5902
"3","ALSPAC5903",29,66,9,9,8,95,116,5903
"1","ALSPAC5904",35,67,8,6,13,103,121,5904
"2","ALSPAC5905",20,54,6,6,6,104,120,5905
"3","ALSPAC5906",16,54,6,5,4,115,114,5906
"1","ALSPAC5907",45,79,11,9,NA,105,119,5907
"1","ALSPAC5908",49,78,8,8,15,99,118,5908
"1","ALSPAC5909",31,77,9,9,8,111,117,5909
"1","ALSPAC5910",17,70,NA,7,12,102,120,5910
"1","ALSPAC5911",28,74,9,8,6,102,116,5911
"1","ALSPAC5912",47,77,9,7,14,98,125,5912
"1","ALSPAC5913",57,79,11,10,14,99,128,5913
"1","ALSPAC5914",27,73,9,10,6,103,123,5914
"1","ALSPAC5915",28,76,9,7,7,104,113,5915
"1","ALSPAC5916",51,73,10,8,9,107,118,5916
"1","ALSPAC5917",50,83,10,9,12,102,117,5917
"1","ALSPAC5918",35,70,7,6,9,108,122,5918
"1","ALSPAC5919",49,79,11,9,11,108,121,5919
"1","ALSPAC5920",25,86,8,8,8,100,114,5920
"3","ALSPAC5921",23,71,7,7,4,100,117,5921
"1","ALSPAC5922",27,75,10,9,NA,108,112,5922
"3","ALSPAC5923",25,63,9,8,9,102,129,5923
"1","ALSPAC5924",40,73,9,7,14,104,120,5924
"1","ALSPAC5925",32,63,8,7,14,108,111,5925
"1","ALSPAC5926",39,84,10,8,11,102,117,5926
"3","ALSPAC5927",20,68,8,3,4,99,121,5927
"3","ALSPAC5928",24,72,7,6,8,107,117,5928
"1","ALSPAC5929",28,75,11,8,12,110,117,5929
"2","ALSPAC5930",11,39,6,2,NA,100,119,5930
"2","ALSPAC5931",4,51,4,5,3,108,120,5931
"1","ALSPAC5932",33,66,10,8,10,108,122,5932
"1","ALSPAC5933",27,73,8,6,9,104,112,5933
"1","ALSPAC5934",29,81,9,7,NA,106,119,5934
"1","ALSPAC5935",38,82,10,8,10,94,118,5935
"1","ALSPAC5936",37,79,10,8,9,105,124,5936
"1","ALSPAC5937",37,81,10,8,11,105,127,5937
"1","ALSPAC5938",32,76,9,9,12,105,124,5938
"1","ALSPAC5939",24,67,8,8,7,100,116,5939
"1","ALSPAC5940",29,73,9,7,11,108,119,5940
"2","ALSPAC5941",10,43,NA,4,7,101,121,5941
"2","ALSPAC5942",10,27,5,5,9,107,113,5942
"1","ALSPAC5943",45,81,10,9,12,107,113,5943
"1","ALSPAC5944",37,79,9,9,8,97,116,5944
"3","ALSPAC5945",20,62,5,3,6,100,118,5945
"1","ALSPAC5946",37,73,10,9,8,98,126,5946
"1","ALSPAC5947",20,72,8,8,11,102,116,5947
"2","ALSPAC5948",5,40,7,8,4,105,123,5948
"1","ALSPAC5949",51,83,10,10,16,102,118,5949
"1","ALSPAC5950",38,82,10,10,12,97,118,5950
"1","ALSPAC5951",15,72,9,7,7,107,120,5951
"3","ALSPAC5952",22,69,7,7,11,108,117,5952
"1","ALSPAC5953",49,89,11,10,13,108,126,5953
"1","ALSPAC5954",33,82,10,9,14,109,116,5954
"1","ALSPAC5955",18,66,8,6,10,100,119,5955
"1","ALSPAC5956",39,74,10,9,13,104,116,5956
"1","ALSPAC5957",29,71,9,7,10,111,123,5957
"2","ALSPAC5958",6,31,2,-1,3,106,117,5958
"3","ALSPAC5959",18,65,7,NA,5,106,120,5959
"1","ALSPAC5960",46,78,9,8,11,100,113,5960
"3","ALSPAC5961",17,76,9,9,NA,106,116,5961
"2","ALSPAC5962",13,44,6,4,7,99,116,5962
"3","ALSPAC5963",34,71,7,5,12,104,121,5963
"1","ALSPAC5964",22,82,10,8,10,98,115,5964
"3","ALSPAC5965",25,72,7,4,6,100,120,5965
"3","ALSPAC5966",12,68,5,6,6,108,118,5966
"3","ALSPAC5967",19,69,8,6,3,98,117,5967
"3","ALSPAC5968",25,60,8,6,9,97,117,5968
"1","ALSPAC5969",28,66,9,9,8,106,117,5969
"1","ALSPAC5970",11,68,8,7,7,110,117,5970
"1","ALSPAC5971",32,76,NA,8,6,103,120,5971
"1","ALSPAC5972",48,74,9,8,13,101,115,5972
"2","ALSPAC5973",15,46,5,4,5,103,116,5973
"1","ALSPAC5974",39,85,9,8,10,96,121,5974
"1","ALSPAC5975",49,79,8,8,16,105,126,5975
"1","ALSPAC5976",35,73,9,8,NA,108,118,5976
"1","ALSPAC5977",26,64,7,5,9,98,117,5977
"3","ALSPAC5978",13,62,5,5,4,101,115,5978
"3","ALSPAC5979",14,66,7,7,1,105,123,5979
"2","ALSPAC5980",10,25,3,3,4,108,121,5980
"1","ALSPAC5981",42,78,10,8,12,96,117,5981
"1","ALSPAC5982",28,74,10,8,10,110,124,5982
"2","ALSPAC5983",2,36,4,3,8,102,118,5983
"3","ALSPAC5984",13,65,7,6,7,104,123,5984
"1","ALSPAC5985",29,67,9,9,NA,96,122,5985
"2","ALSPAC5986",17,28,3,1,NA,100,119,5986
"1","ALSPAC5987",39,77,10,8,10,104,116,5987
"2","ALSPAC5988",12,26,3,1,7,103,123,5988
"3","ALSPAC5989",15,83,8,7,8,101,113,5989
"3","ALSPAC5990",21,74,7,7,11,107,122,5990
"1","ALSPAC5991",38,81,11,10,NA,110,118,5991
"1","ALSPAC5992",34,80,10,9,7,100,114,5992
"1","ALSPAC5993",28,70,9,8,11,106,115,5993
"2","ALSPAC5994",4,38,4,3,5,107,115,5994
"1","ALSPAC5995",36,80,9,8,15,108,116,5995
"1","ALSPAC5996",46,68,11,9,14,105,123,5996
"1","ALSPAC5997",37,67,8,7,11,103,127,5997
"2","ALSPAC5998",8,19,3,0,3,105,116,5998
"1","ALSPAC5999",55,92,NA,9,11,108,119,5999
"3","ALSPAC6000",25,60,7,7,12,100,124,6000
"1","ALSPAC6001",22,76,8,7,4,101,117,6001
"2","ALSPAC6002",15,45,4,3,10,104,120,6002
"1","ALSPAC6003",41,81,9,8,13,103,115,6003
"1","ALSPAC6004",41,81,8,7,10,103,119,6004
"2","ALSPAC6005",16,41,5,2,9,98,120,6005
"2","ALSPAC6006",6,39,3,3,4,102,118,6006
"3","ALSPAC6007",18,71,5,5,3,95,117,6007
"2","ALSPAC6008",18,52,7,4,10,100,116,6008
"1","ALSPAC6009",28,79,9,8,6,100,119,6009
"3","ALSPAC6010",13,65,6,7,7,97,125,6010
"1","ALSPAC6011",43,68,8,6,14,105,125,6011
"3","ALSPAC6012",26,68,11,9,NA,99,128,6012
"1","ALSPAC6013",46,71,9,7,15,104,118,6013
"1","ALSPAC6014",44,71,9,8,15,101,119,6014
"2","ALSPAC6015",9,31,4,2,3,94,121,6015
"1","ALSPAC6016",20,67,9,8,12,104,123,6016
"3","ALSPAC6017",28,78,8,5,9,111,123,6017
"2","ALSPAC6018",-2,41,5,4,-5,104,118,6018
"3","ALSPAC6019",25,71,6,5,NA,101,120,6019
"1","ALSPAC6020",21,70,9,8,10,105,119,6020
"1","ALSPAC6021",47,75,9,9,11,101,119,6021
"3","ALSPAC6022",28,65,6,4,6,101,121,6022
"3","ALSPAC6023",23,74,8,7,8,107,120,6023
"1","ALSPAC6024",39,81,10,10,14,103,122,6024
"1","ALSPAC6025",31,68,9,7,11,100,118,6025
"3","ALSPAC6026",20,67,10,8,8,101,112,6026
"1","ALSPAC6027",41,78,9,7,11,104,115,6027
"3","ALSPAC6028",16,52,5,4,9,100,110,6028
"2","ALSPAC6029",9,33,3,1,3,96,118,6029
"3","ALSPAC6030",26,78,8,8,11,103,120,6030
"1","ALSPAC6031",18,66,8,8,8,100,111,6031
"2","ALSPAC6032",9,40,5,6,7,102,118,6032
"2","ALSPAC6033",12,31,1,-1,4,98,117,6033
"2","ALSPAC6034",14,43,7,4,8,100,122,6034
"2","ALSPAC6035",6,36,5,5,4,101,120,6035
"3","ALSPAC6036",26,78,6,5,5,110,110,6036
"3","ALSPAC6037",8,61,6,6,4,111,114,6037
"1","ALSPAC6038",26,85,9,8,4,99,119,6038
"3","ALSPAC6039",32,69,4,5,14,103,117,6039
"1","ALSPAC6040",38,75,8,7,16,105,113,6040
"1","ALSPAC6041",21,73,8,8,7,102,118,6041
"1","ALSPAC6042",40,74,9,8,12,101,125,6042
"1","ALSPAC6043",27,80,10,7,7,93,117,6043
"1","ALSPAC6044",22,77,9,8,6,100,113,6044
"1","ALSPAC6045",37,77,11,9,NA,108,111,6045
"1","ALSPAC6046",49,84,11,9,12,106,109,6046
"1","ALSPAC6047",23,71,7,6,6,102,122,6047
"1","ALSPAC6048",46,75,9,9,10,100,123,6048
"2","ALSPAC6049",16,41,4,2,4,102,120,6049
"1","ALSPAC6050",41,75,10,9,12,104,126,6050
"2","ALSPAC6051",16,47,4,3,4,107,115,6051
"3","ALSPAC6052",14,66,7,4,6,105,115,6052
"1","ALSPAC6053",35,73,8,8,10,109,122,6053
"3","ALSPAC6054",21,70,7,6,7,106,123,6054
"2","ALSPAC6055",12,35,3,2,6,98,127,6055
"1","ALSPAC6056",56,77,9,9,11,105,123,6056
"1","ALSPAC6057",48,70,8,8,16,100,120,6057
"1","ALSPAC6058",19,70,8,7,9,106,116,6058
"1","ALSPAC6059",40,81,10,8,12,102,127,6059
"3","ALSPAC6060",14,63,5,NA,2,97,118,6060
"3","ALSPAC6061",23,85,9,6,5,100,117,6061
"2","ALSPAC6062",8,45,4,4,3,103,115,6062
"3","ALSPAC6063",13,60,5,6,4,104,117,6063
"1","ALSPAC6064",25,71,8,8,12,104,114,6064
"2","ALSPAC6065",11,45,3,3,7,100,118,6065
"1","ALSPAC6066",12,70,7,8,2,105,116,6066
"1","ALSPAC6067",33,71,9,8,13,104,118,6067
"1","ALSPAC6068",27,69,9,8,6,100,126,6068
"1","ALSPAC6069",26,74,8,7,11,105,124,6069
"1","ALSPAC6070",45,77,9,8,10,103,121,6070
"1","ALSPAC6071",5,62,8,7,8,103,122,6071
"1","ALSPAC6072",43,71,8,7,13,102,119,6072
"1","ALSPAC6073",22,74,9,8,12,108,115,6073
"1","ALSPAC6074",38,74,9,7,NA,97,120,6074
"3","ALSPAC6075",21,66,9,5,9,106,125,6075
"1","ALSPAC6076",38,78,8,8,14,104,121,6076
"1","ALSPAC6077",30,80,11,10,9,106,115,6077
"1","ALSPAC6078",34,80,10,8,11,105,124,6078
"2","ALSPAC6079",7,25,3,2,1,99,125,6079
"1","ALSPAC6080",32,70,9,8,13,106,115,6080
"1","ALSPAC6081",25,70,8,7,8,102,114,6081
"1","ALSPAC6082",41,73,8,7,13,98,114,6082
"1","ALSPAC6083",52,83,10,9,17,104,113,6083
"1","ALSPAC6084",32,74,9,9,11,96,116,6084
"2","ALSPAC6085",13,34,4,3,4,101,127,6085
"2","ALSPAC6086",12,37,7,2,7,101,121,6086
"1","ALSPAC6087",50,80,9,8,14,111,128,6087
"3","ALSPAC6088",12,80,7,7,5,101,119,6088
"1","ALSPAC6089",38,74,9,8,12,103,117,6089
"1","ALSPAC6090",33,83,10,8,12,106,117,6090
"3","ALSPAC6091",12,56,5,4,7,98,116,6091
"3","ALSPAC6092",21,70,5,4,2,99,122,6092
"3","ALSPAC6093",15,54,5,4,7,108,122,6093
"1","ALSPAC6094",31,73,9,7,13,103,115,6094
"1","ALSPAC6095",52,79,9,8,16,104,114,6095
"1","ALSPAC6096",28,77,9,6,11,96,115,6096
"1","ALSPAC6097",32,66,7,7,14,112,116,6097
"3","ALSPAC6098",21,74,7,5,6,107,123,6098
"1","ALSPAC6099",35,65,9,7,14,106,122,6099
"3","ALSPAC6100",23,70,7,7,12,103,123,6100
"3","ALSPAC6101",26,81,9,9,6,98,115,6101
"2","ALSPAC6102",18,35,4,0,9,109,116,6102
"2","ALSPAC6103",11,41,3,2,3,104,113,6103
"1","ALSPAC6104",26,67,7,8,NA,105,122,6104
"1","ALSPAC6105",48,64,10,8,17,108,119,6105
"3","ALSPAC6106",12,68,8,7,NA,103,116,6106
"1","ALSPAC6107",42,85,11,10,NA,97,119,6107
"1","ALSPAC6108",19,64,5,6,11,103,119,6108
"1","ALSPAC6109",34,83,11,10,11,104,120,6109
"1","ALSPAC6110",32,72,10,8,7,104,124,6110
"1","ALSPAC6111",49,78,8,8,14,102,123,6111
"2","ALSPAC6112",12,34,4,4,9,96,119,6112
"1","ALSPAC6113",24,63,8,7,13,107,118,6113
"1","ALSPAC6114",15,65,8,6,9,105,121,6114
"2","ALSPAC6115",16,45,6,5,5,98,115,6115
"2","ALSPAC6116",4,38,5,1,1,103,121,6116
"2","ALSPAC6117",9,16,2,2,4,104,120,6117
"1","ALSPAC6118",42,80,8,8,15,97,120,6118
"1","ALSPAC6119",45,79,9,7,11,104,119,6119
"1","ALSPAC6120",21,69,8,7,10,103,108,6120
"1","ALSPAC6121",46,83,9,8,14,103,117,6121
"1","ALSPAC6122",39,86,10,9,11,105,124,6122
"3","ALSPAC6123",11,72,6,6,3,99,121,6123
"1","ALSPAC6124",34,84,10,8,6,101,116,6124
"1","ALSPAC6125",39,75,8,8,12,104,115,6125
"3","ALSPAC6126",22,66,9,7,11,96,119,6126
"3","ALSPAC6127",15,69,6,7,7,97,119,6127
"1","ALSPAC6128",16,74,8,8,6,111,124,6128
"1","ALSPAC6129",33,65,6,4,NA,102,115,6129
"2","ALSPAC6130",6,28,4,4,5,105,115,6130
"3","ALSPAC6131",20,69,6,5,10,105,120,6131
"1","ALSPAC6132",13,68,9,9,NA,104,116,6132
"3","ALSPAC6133",22,77,7,7,7,97,117,6133
"3","ALSPAC6134",12,60,4,4,2,112,123,6134
"1","ALSPAC6135",26,80,9,8,7,103,115,6135
"1","ALSPAC6136",19,68,9,8,7,104,117,6136
"3","ALSPAC6137",10,61,8,6,-1,105,121,6137
"3","ALSPAC6138",31,85,9,8,10,107,117,6138
"3","ALSPAC6139",26,68,9,9,NA,97,123,6139
"2","ALSPAC6140",10,45,8,3,5,95,118,6140
"2","ALSPAC6141",8,24,1,1,5,100,118,6141
"1","ALSPAC6142",40,79,9,7,8,103,118,6142
"1","ALSPAC6143",40,83,10,8,8,103,119,6143
"2","ALSPAC6144",8,33,6,5,NA,105,119,6144
"3","ALSPAC6145",18,61,7,6,-1,101,114,6145
"2","ALSPAC6146",11,25,3,0,5,97,119,6146
"1","ALSPAC6147",51,80,10,9,15,114,121,6147
"1","ALSPAC6148",28,74,10,8,8,95,117,6148
"3","ALSPAC6149",17,51,4,3,4,89,115,6149
"3","ALSPAC6150",18,81,9,11,NA,102,116,6150
"2","ALSPAC6151",16,40,6,4,8,97,120,6151
"1","ALSPAC6152",25,61,7,6,9,108,123,6152
